timestamp,source_ip,source_port,destination_ip,destination_port,l4_proto,l2_proto,l7_proto
1716824078.809955,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.809955,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.809955,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.810012,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.810012,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.810012,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.810012,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.81011,192.168.1.66,50886,157.240.3.29,443,UDP,2048,nil
1716824078.810258,192.168.1.66,50886,157.240.3.29,443,UDP,2048,nil
1716824078.810671,192.168.1.66,50887,157.240.3.29,443,UDP,2048,nil
1716824078.810718,192.168.1.66,60128,157.240.3.3,443,TCP,2048,nil
1716824078.810765,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.810765,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.810765,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.810765,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.810765,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.810765,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.810827,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.810827,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.810827,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.810827,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.810827,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.810827,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.810864,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.810864,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.810864,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.810864,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.810891,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.810891,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.810891,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.810891,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.810891,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.810891,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.810935,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.810935,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.811081,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.811081,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.811081,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.811081,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.811121,192.168.1.66,50886,157.240.3.29,443,UDP,2048,nil
1716824078.811135,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.811135,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.811135,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.811135,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.811135,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.811135,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.811135,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.811179,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.811179,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.811179,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.811179,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.811179,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.811208,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.811208,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.811208,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.811208,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.811245,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.811245,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.811245,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.811245,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.811304,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.811304,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.811304,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.811304,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.811304,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.811377,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.811377,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.811377,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.811377,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.811377,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.811377,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.811377,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.811581,192.168.1.66,50886,157.240.3.29,443,UDP,2048,nil
1716824078.812083,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.812083,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.812083,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.812083,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.812083,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.812083,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.812083,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.812083,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.812202,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.812202,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.812202,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.812202,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.812202,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.812202,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.812202,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.812202,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.812202,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.812202,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.812202,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.812202,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.812369,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.812369,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.812369,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.812369,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.812369,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.812369,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.812369,172.217.14.196,443,192.168.1.66,60127,TCP,2048,nil
1716824078.812369,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.812369,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.812369,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.812369,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.812369,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.812369,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.812369,172.217.14.196,443,192.168.1.66,60127,TCP,2048,nil
1716824078.812369,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.812369,172.217.14.196,443,192.168.1.66,60127,TCP,2048,nil
1716824078.812369,172.217.14.196,443,192.168.1.66,60127,TCP,2048,nil
1716824078.812544,192.168.1.66,60127,172.217.14.196,443,TCP,2048,nil
1716824078.812629,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.812629,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.812629,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.812629,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.812629,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.812629,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.812629,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.812629,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.812629,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.812629,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.812629,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.812629,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.812629,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.812629,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.812629,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.812629,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.812629,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.812629,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.812629,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.812735,192.168.1.66,50886,157.240.3.29,443,UDP,2048,nil
1716824078.813372,192.168.1.66,50886,157.240.3.29,443,UDP,2048,nil
1716824078.813719,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.813719,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.813719,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.813719,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.813859,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.813859,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.813859,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.813859,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.813859,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.813859,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.813859,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.813859,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.813859,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.813859,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.813859,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.813859,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.813859,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.813859,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.813859,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.813859,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.814097,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.814097,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.814097,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.814097,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.814097,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.814097,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.814097,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.814097,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.814097,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.814097,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.814097,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.814097,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.814097,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.814097,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.814097,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.814097,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.814097,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.814097,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.814097,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.814097,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.814097,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.814097,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.814097,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.814097,157.240.3.29,443,192.168.1.66,50887,UDP,2048,nil
1716824078.814097,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.814311,192.168.1.66,50886,157.240.3.29,443,UDP,2048,nil
1716824078.814414,157.240.3.29,443,192.168.1.66,50887,UDP,2048,nil
1716824078.814414,157.240.3.29,443,192.168.1.66,50887,UDP,2048,nil
1716824078.814414,157.240.3.29,443,192.168.1.66,50887,UDP,2048,nil
1716824078.814414,157.240.3.29,443,192.168.1.66,50887,UDP,2048,nil
1716824078.814857,192.168.1.66,50887,157.240.3.29,443,UDP,2048,nil
1716824078.81518,192.168.1.66,50886,157.240.3.29,443,UDP,2048,nil
1716824078.815843,34.120.237.76,443,192.168.1.66,60059,TCP,2048,nil
1716824078.816532,35.186.227.140,443,192.168.1.66,60067,TCP,2048,nil
1716824078.816532,35.186.227.140,443,192.168.1.66,60067,TCP,2048,nil
1716824078.816532,35.186.227.140,443,192.168.1.66,60067,TCP,2048,nil
1716824078.816532,157.240.3.29,443,192.168.1.66,50887,UDP,2048,nil
1716824078.816532,35.186.227.140,443,192.168.1.66,60067,TCP,2048,nil
1716824078.816747,192.168.1.66,60067,35.186.227.140,443,TCP,2048,nil
1716824078.816854,192.168.1.66,60067,35.186.227.140,443,TCP,2048,nil
1716824078.817616,157.240.3.29,443,192.168.1.66,50887,UDP,2048,nil
1716824078.818634,192.168.1.66,50887,157.240.3.29,443,UDP,2048,nil
1716824078.818743,157.240.3.3,443,192.168.1.66,60128,TCP,2048,nil
1716824078.818743,157.240.3.29,443,192.168.1.66,50887,UDP,2048,nil
1716824078.818743,157.240.3.29,443,192.168.1.66,50887,UDP,2048,nil
1716824078.818743,157.240.3.29,443,192.168.1.66,50887,UDP,2048,nil
1716824078.819349,192.168.1.66,60127,172.217.14.196,443,TCP,2048,nil
1716824078.819385,192.168.1.66,60067,35.186.227.140,443,TCP,2048,nil
1716824078.819532,192.168.1.66,50887,157.240.3.29,443,UDP,2048,nil
1716824078.819534,157.240.3.3,443,192.168.1.66,60128,TCP,2048,nil
1716824078.819534,157.240.3.3,443,192.168.1.66,60128,TCP,2048,nil
1716824078.819534,157.240.3.3,443,192.168.1.66,60128,TCP,2048,nil
1716824078.819625,192.168.1.66,60128,157.240.3.3,443,TCP,2048,nil
1716824078.820259,192.168.1.66,60127,172.217.14.196,443,TCP,2048,nil
1716824078.82176,192.168.1.66,59652,35.190.56.82,443,TCP,2048,nil
1716824078.821792,192.168.1.66,50887,157.240.3.29,443,UDP,2048,nil
1716824078.8219,192.168.1.66,59652,35.190.56.82,443,TCP,2048,nil
1716824078.8219,192.168.1.66,59652,35.190.56.82,443,TCP,2048,nil
1716824078.8219,192.168.1.66,59652,35.190.56.82,443,TCP,2048,nil
1716824078.822042,192.168.1.66,60127,172.217.14.196,443,TCP,2048,nil
1716824078.822042,192.168.1.66,60127,172.217.14.196,443,TCP,2048,nil
1716824078.824435,192.168.1.66,60128,157.240.3.3,443,TCP,2048,nil
1716824078.825529,35.186.227.140,443,192.168.1.66,60067,TCP,2048,nil
1716824078.826277,192.168.1.66,60128,157.240.3.3,443,TCP,2048,nil
1716824078.826536,172.217.14.196,443,192.168.1.66,60127,TCP,2048,nil
1716824078.826536,172.217.14.196,443,192.168.1.66,60127,TCP,2048,nil
1716824078.82667,192.168.1.66,60127,172.217.14.196,443,TCP,2048,nil
1716824078.827555,157.240.3.29,443,192.168.1.66,50887,UDP,2048,nil
1716824078.827555,35.190.56.82,443,192.168.1.66,59652,TCP,2048,nil
1716824078.827555,35.190.56.82,443,192.168.1.66,59652,TCP,2048,nil
1716824078.827555,35.190.56.82,443,192.168.1.66,59652,TCP,2048,nil
1716824078.827555,35.190.56.82,443,192.168.1.66,59652,TCP,2048,nil
1716824078.828597,192.168.1.66,60127,172.217.14.196,443,TCP,2048,nil
1716824078.828601,157.240.3.29,443,192.168.1.66,50887,UDP,2048,nil
1716824078.828601,157.240.3.29,443,192.168.1.66,50887,UDP,2048,nil
1716824078.828601,157.240.3.29,443,192.168.1.66,50887,UDP,2048,nil
1716824078.828601,157.240.3.29,443,192.168.1.66,50887,UDP,2048,nil
1716824078.828657,192.168.1.66,50887,157.240.3.29,443,UDP,2048,nil
1716824078.829075,192.168.1.66,50887,157.240.3.29,443,UDP,2048,nil
1716824078.829812,172.217.14.196,443,192.168.1.66,60127,TCP,2048,nil
1716824078.831525,157.240.3.3,443,192.168.1.66,60128,TCP,2048,nil
1716824078.835547,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824078.840549,172.217.14.196,443,192.168.1.66,60127,TCP,2048,nil
1716824078.847605,172.217.14.196,443,192.168.1.66,60127,TCP,2048,nil
1716824078.847605,172.217.14.196,443,192.168.1.66,60127,TCP,2048,nil
1716824078.847605,172.217.14.196,443,192.168.1.66,60127,TCP,2048,nil
1716824078.847797,192.168.1.66,60127,172.217.14.196,443,TCP,2048,nil
1716824078.854449,192.168.1.66,60127,172.217.14.196,443,TCP,2048,nil
1716824078.85556,157.240.3.29,443,192.168.1.66,50887,UDP,2048,nil
1716824078.86467,172.217.14.196,443,192.168.1.66,60127,TCP,2048,nil
1716824078.873572,192.168.1.66,60128,157.240.3.3,443,TCP,2048,nil
1716824078.874563,157.240.3.3,443,192.168.1.66,60128,TCP,2048,nil
1716824078.875588,35.190.56.82,443,192.168.1.66,59652,TCP,2048,nil
1716824078.875588,142.251.215.229,443,192.168.1.66,60100,TCP,2048,nil
1716824078.875588,142.251.215.229,443,192.168.1.66,60100,TCP,2048,nil
1716824078.875735,192.168.1.66,60100,142.251.215.229,443,TCP,2048,nil
1716824078.878589,142.251.215.229,443,192.168.1.66,60100,TCP,2048,nil
1716824078.879657,142.251.215.229,443,192.168.1.66,60100,TCP,2048,nil
1716824078.879805,192.168.1.66,60100,142.251.215.229,443,TCP,2048,nil
1716824078.881942,192.168.1.66,60100,142.251.215.229,443,TCP,2048,nil
1716824078.891625,142.251.215.229,443,192.168.1.66,60100,TCP,2048,nil
1716824078.911624,157.240.3.3,443,192.168.1.66,60128,TCP,2048,nil
1716824078.922161,192.168.1.66,59652,35.190.56.82,443,TCP,2048,nil
1716824078.954289,192.168.1.66,60128,157.240.3.3,443,TCP,2048,nil
1716824078.986812,192.168.1.66,60063,18.172.185.116,443,TCP,2048,nil
1716824078.989701,18.172.185.116,443,192.168.1.66,60063,TCP,2048,nil
1716824079.113325,192.168.1.66,50886,157.240.3.29,443,UDP,2048,nil
1716824079.118581,192.168.1.66,50886,157.240.3.29,443,UDP,2048,nil
1716824079.118807,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.118909,192.168.1.66,50886,157.240.3.29,443,UDP,2048,nil
1716824079.12092,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.12092,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.12092,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.12092,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.120995,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.120995,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.120995,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.120995,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.120995,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.120995,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.120995,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.120995,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.121044,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.121044,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.121044,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.121044,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.121044,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.121044,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.121085,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.121085,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.121085,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.121085,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.121085,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.121085,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.121263,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.121263,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.121263,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.121263,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.121296,192.168.1.66,50886,157.240.3.29,443,UDP,2048,nil
1716824079.121314,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.121314,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.121314,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.121314,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.121429,192.168.1.66,50886,157.240.3.29,443,UDP,2048,nil
1716824079.122754,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.122754,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.122754,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.122754,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.122754,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.122754,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.122754,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.122754,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.122754,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.122754,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.122754,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.122754,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.122754,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.122754,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.122754,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.122754,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.122997,192.168.1.66,50886,157.240.3.29,443,UDP,2048,nil
1716824079.123011,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.123011,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.123011,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.123011,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.123011,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.123011,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.123011,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.123011,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.123011,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.123011,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.123011,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.123011,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.123011,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.123011,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.123011,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.123011,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.123011,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.123011,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.123011,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.123011,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.123011,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.123011,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.123011,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.123011,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.123011,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.123011,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.123011,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.123011,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.123011,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.123011,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.123011,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.123011,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.123011,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.123011,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.123011,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.123011,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.123011,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.123011,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.123011,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.123011,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.123011,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.123011,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.123011,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
1716824079.123011,157.240.3.29,443,192.168.1.66,50886,UDP,2048,nil
